City,StateProvinceName,CountryRegionName,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,AvgMonthSpend
Rhodes,New South Wales,Australia,1/23/1982 12:00:00 AM,Bachelors,Management,M,M,1,3,1,2,104556,1,64.12
Milsons Point,New South Wales,Australia,5/27/1973 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,2,2,2,52865,1,56.87
Perth,South Australia,Australia,8/2/1958 12:00:00 AM,Bachelors,Skilled Manual,M,S,1,1,1,1,56435,1,51.2
Lake Oswego,Oregon,United States,4/10/1987 12:00:00 AM,Bachelors,Clerical,M,S,0,0,0,0,85554,1,54.11
Bellflower,California,United States,4/15/1992 12:00:00 AM,Graduate Degree,Skilled Manual,F,S,0,1,0,0,59245,0,51.94
Bellingham,Washington,United States,3/4/1962 12:00:00 AM,Graduate Degree,Clerical,M,M,1,3,0,3,84080,0,49.67
Orly,Val de Marne,France,2/4/1991 12:00:00 AM,Partial High School,Skilled Manual,M,S,0,0,0,0,59119,1,49.51
Ballard,Washington,United States,3/4/1973 12:00:00 AM,Graduate Degree,Skilled Manual,M,S,1,1,0,0,53572,1,51.09
Boulogne-Billancourt,Hauts de Seine,France,7/14/1984 12:00:00 AM,Partial College,Manual,M,M,0,1,1,1,26497,0,52.24
Villeneuve-d'Ascq,Nord,France,10/21/1980 12:00:00 AM,High School,Manual,F,M,1,1,1,2,32214,1,47.89
Melton,Victoria,Australia,12/7/1997 12:00:00 AM,High School,Skilled Manual,F,S,0,2,0,0,52251,0,47.79
West Covina,California,United States,7/2/1993 12:00:00 AM,Graduate Degree,Skilled Manual,M,S,0,1,0,0,61794,0,48.24
Beaverton,Oregon,United States,10/28/1953 12:00:00 AM,Graduate Degree,Clerical,F,M,1,0,1,2,80547,1,50.37
Sedro Woolley,Washington,United States,9/16/1964 12:00:00 AM,Bachelors,Professional,F,M,1,3,0,2,133735,0,52.34
N. Vancouver,British Columbia,Canada,8/10/1976 12:00:00 AM,Partial College,Management,M,M,1,3,0,1,106108,1,53.14
Braunschweig,Nordrhein-Westfalen,Germany,11/4/1995 12:00:00 AM,Partial College,Clerical,F,S,0,2,0,0,83472,0,51.15
Concord,California,United States,12/19/1987 12:00:00 AM,Graduate Degree,Management,F,S,1,0,0,0,102640,1,55.99
Cloverdale,South Australia,Australia,4/10/1958 12:00:00 AM,Partial College,Clerical,F,S,1,0,1,1,80767,1,50.33
Silverwater,New South Wales,Australia,1/22/1976 12:00:00 AM,High School,Manual,F,S,0,1,0,0,27725,0,46.74
Hannover,Nordrhein-Westfalen,Germany,10/22/1975 12:00:00 AM,Partial High School,Manual,M,M,1,1,2,2,33256,0,54.01
Sydney,New South Wales,Australia,5/27/1995 12:00:00 AM,Bachelors,Clerical,M,M,0,1,0,0,87741,0,50.45
N. Vancouver,British Columbia,Canada,3/28/1974 12:00:00 AM,Partial High School,Skilled Manual,F,S,1,1,0,0,56808,0,50.32
Bellflower,California,United States,1/1/1985 12:00:00 AM,Bachelors,Manual,F,M,0,1,1,2,25492,0,49.73
South Melbourne,Victoria,Australia,5/4/1982 12:00:00 AM,Bachelors,Professional,F,S,1,2,0,0,136036,1,55.43
Olympia,Washington,United States,6/25/1985 12:00:00 AM,Bachelors,Clerical,F,S,0,1,0,0,83244,0,54.59
Neunkirchen,Saarland,Germany,11/25/1987 12:00:00 AM,Bachelors,Manual,F,M,0,0,0,1,33198,0,45.38
Milwaukie,Oregon,United States,7/8/1990 12:00:00 AM,Bachelors,Clerical,M,M,1,2,0,1,81537,1,49.34
Leeds,England,United Kingdom,9/18/1955 12:00:00 AM,Graduate Degree,Management,M,M,1,3,1,2,108650,1,55.47
Sydney,New South Wales,Australia,10/21/1991 12:00:00 AM,Bachelors,Clerical,M,M,1,1,1,2,79606,1,54.17
Cloverdale,South Australia,Australia,12/19/1973 12:00:00 AM,Partial College,Manual,M,M,1,1,1,1,30316,1,53.5
Haney,British Columbia,Canada,4/15/1984 12:00:00 AM,Bachelors,Professional,M,M,1,1,0,2,133244,0,59.04
Metchosin,British Columbia,Canada,4/16/1982 12:00:00 AM,Partial College,Clerical,M,M,1,1,1,1,83727,1,61.67
London,England,United Kingdom,3/27/1985 12:00:00 AM,Bachelors,Clerical,F,M,1,1,0,1,77540,0,50.06
Coffs Harbour,New South Wales,Australia,4/25/1973 12:00:00 AM,Partial College,Skilled Manual,M,M,1,1,0,1,57235,1,50.6
Westminster,British Columbia,Canada,7/14/1983 12:00:00 AM,Partial College,Management,F,M,1,1,0,2,102282,0,51.41
Watford,England,United Kingdom,3/6/1983 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,1,1,2,54903,1,48.21
Saarbrücken,Saarland,Germany,9/11/1980 12:00:00 AM,Partial College,Clerical,M,S,1,1,0,0,78973,1,57.71
North Sydney,New South Wales,Australia,1/13/1994 12:00:00 AM,Bachelors,Clerical,M,M,0,1,0,0,86687,0,50.55
London,England,United Kingdom,4/12/1974 12:00:00 AM,High School,Clerical,F,S,1,2,0,0,86453,1,55
Milwaukie,Oregon,United States,2/8/1975 12:00:00 AM,Partial High School,Manual,M,M,1,0,2,2,30397,0,52.44
Everett,Washington,United States,10/20/1991 12:00:00 AM,Graduate Degree,Professional,M,M,1,1,0,2,130079,0,52.88
Les Ulis,Essonne,France,6/12/1984 12:00:00 AM,Partial College,Skilled Manual,F,S,0,1,0,0,52182,0,49.8
Burlingame,California,United States,10/20/1965 12:00:00 AM,Bachelors,Management,F,M,1,3,2,2,111242,1,52.46
Woodburn,Oregon,United States,10/8/1979 12:00:00 AM,Graduate Degree,Professional,F,S,1,3,0,0,127185,1,53.29
Walla Walla,Washington,United States,3/25/1996 12:00:00 AM,Partial College,Clerical,F,S,0,2,0,0,82804,0,51.95
Hervey Bay,Queensland,Australia,8/9/1975 12:00:00 AM,Partial College,Skilled Manual,F,M,1,2,1,2,59370,1,52.81
Bonn,Nordrhein-Westfalen,Germany,5/20/1991 12:00:00 AM,High School,Clerical,M,S,0,1,0,0,78267,0,51.66
Malabar,New South Wales,Australia,8/2/1971 12:00:00 AM,High School,Clerical,M,M,1,0,0,2,77442,1,54.27
Springwood,New South Wales,Australia,10/12/1998 12:00:00 AM,Bachelors,Skilled Manual,F,M,0,1,0,0,55231,0,48.51
Lincoln Acres,California,United States,6/16/1989 12:00:00 AM,Graduate Degree,Management,F,M,1,3,0,0,108382,1,50.9
Lynnwood,Washington,United States,5/12/1986 12:00:00 AM,Graduate Degree,Clerical,M,M,1,0,1,1,81208,1,52.43
Renton,Washington,United States,12/5/1995 12:00:00 AM,High School,Manual,F,M,0,0,0,0,34793,0,46
Colombes,Hauts de Seine,France,10/7/1968 12:00:00 AM,Partial High School,Manual,F,M,1,0,1,2,36022,0,48.48
Paris,Seine (Paris),France,5/12/1980 12:00:00 AM,High School,Clerical,M,S,1,2,0,0,82121,1,56.56
Cranbourne,Victoria,Australia,2/6/1978 12:00:00 AM,Bachelors,Clerical,M,M,1,2,1,1,84519,1,56.32
Redmond,Washington,United States,5/9/1967 12:00:00 AM,Partial College,Clerical,M,M,1,2,1,2,86805,1,53.67
Newton,British Columbia,Canada,6/15/1991 12:00:00 AM,Graduate Degree,Management,M,M,1,2,0,0,107464,1,51.42
Torrance,California,United States,8/12/1980 12:00:00 AM,Partial College,Skilled Manual,F,M,1,1,1,1,59822,0,49.77
Darmstadt,Hessen,Germany,12/8/1985 12:00:00 AM,Partial High School,Skilled Manual,F,S,0,1,0,0,59958,0,50.54
Yakima,Washington,United States,10/14/1998 12:00:00 AM,Partial High School,Manual,M,S,0,1,0,0,35708,0,48.27
Sedro Woolley,Washington,United States,6/20/1976 12:00:00 AM,Partial College,Management,M,M,1,2,2,2,107023,1,61.87
Milsons Point,New South Wales,Australia,6/4/1994 12:00:00 AM,Bachelors,Management,F,M,1,2,0,0,109897,0,51.45
Cranbourne,Victoria,Australia,12/23/1984 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,2,0,1,52136,1,57.07
Los Angeles,California,United States,10/4/1975 12:00:00 AM,High School,Skilled Manual,F,M,1,1,1,2,57096,1,48.45
Victoria,British Columbia,Canada,2/8/1974 12:00:00 AM,Partial High School,Skilled Manual,F,M,1,2,0,2,52283,1,48.44
Metchosin,British Columbia,Canada,5/16/1983 12:00:00 AM,Partial College,Manual,M,S,0,0,0,0,34624,1,50.2
Beaverton,Oregon,United States,10/28/1987 12:00:00 AM,Partial College,Clerical,M,S,0,2,0,0,82404,1,54.02
Coronado,California,United States,2/9/1995 12:00:00 AM,High School,Manual,M,S,0,0,0,0,36820,1,46.37
Bottrop,Nordrhein-Westfalen,Germany,7/27/1947 12:00:00 AM,High School,Skilled Manual,M,M,1,0,0,3,55166,1,49.08
Vancouver,British Columbia,Canada,7/25/1981 12:00:00 AM,Partial College,Manual,M,M,1,1,0,2,28547,0,52.58
Colma,California,United States,6/22/1985 12:00:00 AM,Bachelors,Manual,F,M,0,1,0,1,36233,0,47.29
Metchosin,British Columbia,Canada,1/9/1957 12:00:00 AM,Graduate Degree,Skilled Manual,M,M,1,1,0,3,59362,0,48.42
Lakewood,California,United States,6/1/1984 12:00:00 AM,Graduate Degree,Management,M,S,1,3,0,0,107055,1,56.8
Frankfurt am Main,Hamburg,Germany,12/24/1992 12:00:00 AM,Partial College,Manual,M,S,0,1,0,0,28388,0,46.56
Westminster,British Columbia,Canada,4/1/2000 12:00:00 AM,High School,Skilled Manual,M,M,0,0,0,0,51760,0,47.32
Bellingham,Washington,United States,11/2/1982 12:00:00 AM,High School,Clerical,M,M,1,3,1,2,76752,1,57.59
Bellflower,California,United States,7/4/1969 12:00:00 AM,Bachelors,Management,M,S,1,3,0,0,110242,1,57.67
Saint Ouen,Somme,France,7/21/1956 12:00:00 AM,Graduate Degree,Professional,F,S,1,2,0,1,136445,0,55.22
Perth,South Australia,Australia,1/5/1983 12:00:00 AM,Bachelors,Professional,M,M,1,3,0,2,135525,1,57.34
Salem,Oregon,United States,12/19/1984 12:00:00 AM,Bachelors,Professional,F,S,1,2,0,0,127220,0,55.32
Burbank,California,United States,10/13/1983 12:00:00 AM,Bachelors,Skilled Manual,M,S,0,2,0,0,60566,1,56.57
Sydney,New South Wales,Australia,5/11/1975 12:00:00 AM,Partial College,Skilled Manual,M,M,1,2,0,1,60913,1,51.27
W. Linn,Oregon,United States,8/15/1982 12:00:00 AM,Partial College,Management,M,S,1,2,0,0,112921,1,57.69
Mill Valley,California,United States,4/10/1978 12:00:00 AM,Partial College,Clerical,M,M,1,1,0,1,85019,1,55.02
Santa Monica,California,United States,9/20/1986 12:00:00 AM,Graduate Degree,Manual,F,S,0,1,0,0,36332,0,49.28
London,England,United Kingdom,7/6/1993 12:00:00 AM,Graduate Degree,Clerical,M,S,0,1,0,0,85326,1,50.81
Pantin,Seine Saint Denis,France,2/19/1983 12:00:00 AM,Partial College,Manual,F,S,0,1,0,0,34427,0,46.33
Lemon Grove,California,United States,9/12/1985 12:00:00 AM,Bachelors,Manual,M,S,0,1,0,0,36647,1,55.1
Les Ulis,Essonne,France,2/15/1965 12:00:00 AM,High School,Skilled Manual,M,M,1,0,0,2,59864,0,48.6
Newton,British Columbia,Canada,9/22/1989 12:00:00 AM,Graduate Degree,Professional,F,S,1,2,0,0,135918,1,56.39
Daly City,California,United States,10/17/1990 12:00:00 AM,Bachelors,Manual,M,M,0,0,1,2,26404,0,46.87
Imperial Beach,California,United States,6/22/1997 12:00:00 AM,Partial College,Manual,M,S,0,1,0,0,30786,0,48.01
Bremerton,Washington,United States,10/21/1995 12:00:00 AM,High School,Clerical,F,S,0,0,0,0,86757,1,50.11
Paris,Seine (Paris),France,12/19/1981 12:00:00 AM,Partial College,Skilled Manual,F,M,1,1,1,2,61532,1,53.03
Lebanon,Oregon,United States,10/20/1965 12:00:00 AM,Bachelors,Professional,F,M,1,2,1,2,138317,1,56.24
Victoria,British Columbia,Canada,7/8/1990 12:00:00 AM,Graduate Degree,Clerical,F,S,0,2,0,0,82655,0,51.7
Renton,Washington,United States,12/17/1974 12:00:00 AM,High School,Skilled Manual,F,M,1,2,0,2,55622,1,48.57
Watford,England,United Kingdom,4/9/1978 12:00:00 AM,Partial College,Manual,M,M,1,1,1,1,30793,1,52.62
Melbourne,Victoria,Australia,12/22/1985 12:00:00 AM,Bachelors,Manual,M,M,0,0,2,2,28883,0,51.73
Gateshead,England,United Kingdom,2/21/1988 12:00:00 AM,High School,Clerical,M,S,0,1,0,0,86068,0,53.43
Leeds,England,United Kingdom,11/5/1981 12:00:00 AM,Graduate Degree,Management,M,S,1,1,0,0,112419,0,55.81
Silverwater,New South Wales,Australia,10/12/1988 12:00:00 AM,Bachelors,Management,F,S,0,0,0,0,107204,1,54.92
Puyallup,Washington,United States,7/8/1985 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,2,1,2,59672,1,52.23
Malabar,New South Wales,Australia,11/8/1975 12:00:00 AM,Partial College,Skilled Manual,M,M,1,2,1,2,55486,1,59.69
Burien,Washington,United States,8/14/1979 12:00:00 AM,Graduate Degree,Skilled Manual,M,M,1,1,0,1,58332,0,52.79
Metchosin,British Columbia,Canada,3/9/1962 12:00:00 AM,Bachelors,Management,M,M,1,3,1,2,108744,1,55.29
London,England,United Kingdom,5/18/1989 12:00:00 AM,Partial College,Manual,M,S,0,0,0,0,30049,0,49.4
Burien,Washington,United States,2/9/1968 12:00:00 AM,High School,Skilled Manual,M,M,1,2,1,2,57237,1,56.8
Woodland Hills,California,United States,3/18/1990 12:00:00 AM,Graduate Degree,Clerical,M,M,1,0,0,1,86824,1,50.49
Marysville,Washington,United States,8/13/1996 12:00:00 AM,High School,Clerical,F,S,0,2,0,0,76378,1,51.01
Roncq,Nord,France,4/24/1965 12:00:00 AM,High School,Skilled Manual,M,M,1,1,1,2,61596,1,52.64
Long Beach,California,United States,5/18/1972 12:00:00 AM,Partial College,Skilled Manual,M,S,1,1,0,0,60449,0,55.93
W. Linn,Oregon,United States,4/16/1998 12:00:00 AM,High School,Manual,F,S,0,0,0,0,29491,0,49.78
Paris,Seine (Paris),France,4/2/1975 12:00:00 AM,High School,Manual,F,M,1,0,0,2,30651,0,46.14
Hobart,Tasmania,Australia,4/13/1994 12:00:00 AM,Bachelors,Management,M,S,0,0,0,0,104084,1,55.68
Novato,California,United States,3/11/1977 12:00:00 AM,Partial High School,Manual,F,M,1,0,0,2,26164,0,45.16
Portland,Oregon,United States,8/11/1985 12:00:00 AM,Bachelors,Clerical,M,S,0,1,0,0,82468,1,52.64
Newport Beach,California,United States,10/13/1989 12:00:00 AM,Graduate Degree,Skilled Manual,F,S,0,1,0,0,53716,0,50.54
Burlingame,California,United States,6/13/1990 12:00:00 AM,Graduate Degree,Manual,M,S,0,1,0,0,35601,0,49.39
Dunkerque,Nord,France,9/7/1973 12:00:00 AM,Bachelors,Management,F,S,1,2,0,0,109971,1,54.58
Issaquah,Washington,United States,3/6/1985 12:00:00 AM,Bachelors,Clerical,M,M,1,0,1,2,78361,1,53.76
Langford,British Columbia,Canada,9/26/1990 12:00:00 AM,Bachelors,Skilled Manual,M,M,0,1,1,1,60205,1,51.93
Shawnee,British Columbia,Canada,4/15/1987 12:00:00 AM,Partial College,Manual,M,S,0,0,0,0,26249,0,46.04
Geelong,Victoria,Australia,10/18/1972 12:00:00 AM,Partial High School,Manual,M,S,1,1,0,0,30482,0,47.76
Metchosin,British Columbia,Canada,3/12/1984 12:00:00 AM,Bachelors,Professional,F,S,1,3,0,0,138028,1,56.55
Port Macquarie,New South Wales,Australia,10/10/1996 12:00:00 AM,High School,Skilled Manual,F,M,0,2,0,0,55996,0,48.78
Beverly Hills,California,United States,10/25/1979 12:00:00 AM,Partial College,Skilled Manual,M,M,1,1,1,2,57522,1,53.52
Chula Vista,California,United States,11/14/1995 12:00:00 AM,Partial College,Clerical,F,M,0,2,0,0,78643,1,49.81
Lynnwood,Washington,United States,12/2/1963 12:00:00 AM,Bachelors,Clerical,F,M,1,2,2,2,80507,1,50.03
Townsville,Queensland,Australia,3/25/1992 12:00:00 AM,Bachelors,Management,F,M,1,1,1,1,105375,1,50.92
Santa Monica,California,United States,8/21/1981 12:00:00 AM,Bachelors,Clerical,F,M,1,1,1,1,85900,1,53.9
Lemon Grove,California,United States,7/24/1980 12:00:00 AM,High School,Skilled Manual,M,S,0,2,0,0,51360,1,56.77
Woodburn,Oregon,United States,7/19/1991 12:00:00 AM,Graduate Degree,Management,F,S,0,2,0,0,103839,1,50.45
Concord,California,United States,5/21/1965 12:00:00 AM,Bachelors,Manual,M,M,1,1,0,2,36981,1,46.94
Findon,South Australia,Australia,12/15/1977 12:00:00 AM,High School,Skilled Manual,M,S,1,1,0,0,52812,0,49.33
Chula Vista,California,United States,7/8/1990 12:00:00 AM,Graduate Degree,Professional,F,S,1,2,0,0,133364,0,55.37
Everett,Washington,United States,8/4/1993 12:00:00 AM,Graduate Degree,Management,F,M,1,2,0,0,108892,1,50.79
Corvallis,Oregon,United States,7/22/1980 12:00:00 AM,High School,Skilled Manual,M,M,1,1,1,2,62053,1,51.03
Bendigo,Victoria,Australia,10/6/1993 12:00:00 AM,Bachelors,Skilled Manual,F,M,0,0,0,0,52180,0,47.77
Sydney,New South Wales,Australia,7/21/1995 12:00:00 AM,Bachelors,Manual,F,S,0,1,0,0,35890,0,51.23
St. Leonards,New South Wales,Australia,7/6/1977 12:00:00 AM,High School,Skilled Manual,M,M,1,2,0,2,55123,0,54.78
Orly,Val de Marne,France,5/12/1986 12:00:00 AM,Bachelors,Management,F,M,1,3,0,1,107454,0,51.46
Findon,South Australia,Australia,2/4/1999 12:00:00 AM,Partial College,Management,M,S,0,2,0,0,108110,1,52.12
N. Vancouver,British Columbia,Canada,5/2/1994 12:00:00 AM,Partial College,Clerical,F,S,0,1,0,0,81661,0,51.25
Edmonds,Washington,United States,4/6/1998 12:00:00 AM,Partial College,Clerical,M,M,0,0,0,0,77770,1,50.22
London,England,United Kingdom,9/2/1979 12:00:00 AM,Partial College,Clerical,F,M,1,3,1,2,76715,1,51.66
Caloundra,Queensland,Australia,10/14/1989 12:00:00 AM,Graduate Degree,Skilled Manual,F,S,0,0,0,0,57387,0,50.41
London,England,United Kingdom,4/12/1971 12:00:00 AM,High School,Skilled Manual,M,M,1,2,1,2,55191,1,56.25
Wokingham,England,United Kingdom,10/21/1976 12:00:00 AM,Partial College,Management,F,S,1,2,0,0,104505,0,51.85
N. Vancouver,British Columbia,Canada,2/13/1963 12:00:00 AM,Bachelors,Management,F,M,1,3,2,3,109148,1,52.33
London,England,United Kingdom,12/3/1957 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,1,3,3,55460,1,52.93
Lebanon,Oregon,United States,2/10/1985 12:00:00 AM,Bachelors,Clerical,M,S,0,0,0,0,85448,1,61.93
Concord,California,United States,10/8/1968 12:00:00 AM,Partial College,Skilled Manual,F,S,1,1,0,0,61890,0,50.98
Novato,California,United States,6/12/2000 12:00:00 AM,High School,Manual,F,M,0,1,0,0,36613,0,47.38
Saarlouis,Saarland,Germany,8/25/1966 12:00:00 AM,Bachelors,Management,M,M,1,3,1,2,104389,1,53.69
Glendale,California,United States,2/19/1993 12:00:00 AM,Graduate Degree,Management,F,M,1,3,0,0,104203,0,51.53
Langford,British Columbia,Canada,1/7/1981 12:00:00 AM,Partial College,Skilled Manual,M,M,1,2,0,1,58658,0,52.71
Beverly Hills,California,United States,8/18/1995 12:00:00 AM,High School,Skilled Manual,F,S,0,0,0,0,60836,1,53.53
Cranbourne,Victoria,Australia,7/15/1966 12:00:00 AM,High School,Clerical,M,M,1,0,1,2,79251,1,53.71
Paris,Seine (Paris),France,2/19/1982 12:00:00 AM,Partial College,Manual,M,S,0,1,0,0,26123,0,48.13
Spokane,Washington,United States,7/7/1974 12:00:00 AM,High School,Manual,F,M,1,1,0,2,36249,0,46.82
National City,California,United States,2/13/1984 12:00:00 AM,Bachelors,Clerical,M,S,0,2,0,0,77551,1,59.45
Milton Keynes,England,United Kingdom,9/21/1994 12:00:00 AM,Bachelors,Skilled Manual,F,M,0,2,0,0,52504,1,48.31
Ballard,Washington,United States,10/24/1979 12:00:00 AM,Bachelors,Management,M,M,1,0,1,2,104441,1,55.74
Hawthorne,Queensland,Australia,9/8/1997 12:00:00 AM,High School,Skilled Manual,F,M,0,0,0,0,51833,1,48.56
Grossmont,California,United States,6/24/1982 12:00:00 AM,High School,Skilled Manual,M,S,0,1,0,0,56824,0,56.07
Paris,Seine (Paris),France,7/27/1964 12:00:00 AM,High School,Clerical,M,S,1,1,0,1,78990,0,53.08
Orly,Val de Marne,France,5/4/1990 12:00:00 AM,Partial College,Management,M,S,0,3,0,0,105260,1,54.29
Bremerton,Washington,United States,2/12/1962 12:00:00 AM,Bachelors,Clerical,M,M,1,2,1,2,80359,1,51.98
South Melbourne,Victoria,Australia,2/20/1990 12:00:00 AM,Bachelors,Manual,M,S,0,0,0,0,35326,1,46.36
Port Hammond,British Columbia,Canada,2/22/1986 12:00:00 AM,Graduate Degree,Clerical,F,M,1,2,0,1,82596,1,49.55
Lebanon,Oregon,United States,1/28/1979 12:00:00 AM,Bachelors,Manual,M,S,0,1,0,0,29937,0,54.03
Melbourne,Victoria,Australia,7/9/1989 12:00:00 AM,Graduate Degree,Professional,M,S,1,1,0,0,134485,1,55.64
Silverwater,New South Wales,Australia,10/10/1994 12:00:00 AM,High School,Skilled Manual,F,S,0,1,0,0,60050,0,49.54
El Cajon,California,United States,5/14/1990 12:00:00 AM,Bachelors,Skilled Manual,F,M,0,0,0,1,55145,1,48.98
Woodland Hills,California,United States,3/8/1974 12:00:00 AM,High School,Skilled Manual,M,M,1,0,1,2,62293,1,61.5
Billings,Montana,United States,8/13/1982 12:00:00 AM,Partial College,Clerical,F,M,1,2,2,2,85893,1,53.98
San Diego,California,United States,6/11/1959 12:00:00 AM,Graduate Degree,Clerical,F,M,1,2,2,3,79978,1,53.1
Kirkby,England,United Kingdom,5/27/1988 12:00:00 AM,Graduate Degree,Clerical,F,S,0,1,0,0,82414,0,54.44
Hamburg,Hamburg,Germany,10/23/1999 12:00:00 AM,Partial College,Clerical,F,S,0,2,0,0,83740,0,54.56
London,England,United Kingdom,8/21/1992 12:00:00 AM,Partial High School,Manual,F,M,0,1,1,1,25912,0,47.49
Olympia,Washington,United States,7/11/1972 12:00:00 AM,Partial High School,Skilled Manual,F,S,1,1,0,0,60253,0,50.22
Malabar,New South Wales,Australia,11/12/1974 12:00:00 AM,Partial High School,Skilled Manual,M,S,1,2,0,0,55716,1,53.32
Wollongong,New South Wales,Australia,4/23/1997 12:00:00 AM,High School,Manual,M,S,0,0,0,0,35588,1,48.5
Sunbury,Victoria,Australia,7/5/1968 12:00:00 AM,Partial High School,Skilled Manual,M,M,1,1,0,2,56586,0,56
Haney,British Columbia,Canada,10/4/1984 12:00:00 AM,Bachelors,Manual,M,M,0,0,2,2,27966,0,54.24
York,England,United Kingdom,8/23/1998 12:00:00 AM,Partial College,Skilled Manual,M,M,0,2,0,0,54920,0,47.99
Beverly Hills,California,United States,11/4/1976 12:00:00 AM,Partial High School,Skilled Manual,F,M,1,1,0,2,61223,0,49.41
Beverly Hills,California,United States,7/2/1989 12:00:00 AM,Bachelors,Skilled Manual,M,M,0,0,0,1,56624,0,48.43
Concord,California,United States,7/24/1986 12:00:00 AM,Bachelors,Clerical,F,M,1,2,0,1,84153,1,49.97
Seaford,Victoria,Australia,3/7/1976 12:00:00 AM,Partial College,Clerical,M,M,1,0,0,1,77676,0,51.99
Beverly Hills,California,United States,9/14/1969 12:00:00 AM,High School,Skilled Manual,M,S,1,1,0,0,54145,1,59.33
Lavender Bay,New South Wales,Australia,10/9/1987 12:00:00 AM,Graduate Degree,Management,M,S,1,2,0,0,112873,1,51.89
München,Hessen,Germany,3/14/1971 12:00:00 AM,High School,Skilled Manual,M,S,1,2,0,0,60568,0,51.3
Mill Valley,California,United States,12/9/1970 12:00:00 AM,Partial College,Clerical,F,M,1,0,0,2,81606,1,50.37
Imperial Beach,California,United States,4/21/1965 12:00:00 AM,Bachelors,Manual,F,M,1,1,0,2,34601,0,46.06
Morangis,Essonne,France,9/21/1975 12:00:00 AM,Partial College,Management,F,M,1,2,0,2,109510,1,50.93
Darmstadt,Hessen,Germany,3/3/1993 12:00:00 AM,Partial High School,Manual,M,S,0,0,0,0,29394,0,47.24
München,Nordrhein-Westfalen,Germany,11/16/1986 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,1,1,1,55237,1,49.21
Port Hammond,British Columbia,Canada,8/19/1998 12:00:00 AM,High School,Skilled Manual,M,M,0,2,0,0,55277,0,49
Seattle,Washington,United States,10/13/1976 12:00:00 AM,Partial College,Management,F,M,1,3,1,2,104724,1,53.15
Perth,South Australia,Australia,3/5/1979 12:00:00 AM,Bachelors,Management,M,M,1,3,0,2,109691,1,57.77
Beaverton,Oregon,United States,4/11/1962 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,1,1,2,54052,0,48.28
